App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Gangstar Vegas - mafia game,GAME,4.5,4830407,32,"50,000,000",Free,0,Mature 17+,Action,25-May-18,3.7.1a,Varies with device
Granny,GAME,4.5,1128805,59,"50,000,000",Free,0,Teen,Arcade,29-May-18,1.4.0.1,4.0 and up
Rolling G Sky,GAME,3.6,2065,25,"100,000",Free,0,Everyone,Adventure,25-Jan-17,1,2.3.3 and up
G-Switch 2,GAME,4.4,12683,19,"1,000,000",Free,0,Everyone,Action,5-Feb-18,1.1,2.3 and up
G-Switch 3,GAME,4.6,3656,39,"100,000",Free,0,Everyone,Action,15-Mar-18,1.1.3,3.0 and up
G-Switch,GAME,3.8,4116,8.8,"100,000",Free,0,Everyone,Action,1-Sep-15,1.3.4,2.3 and up
Radial-G : Infinity,GAME,3.6,517,47,"50,000",Free,0,Everyone,Arcade,7-Dec-15,1.4,4.1 and up
Helix Jump,GAME,4.2,1485806,33,"100,000,000",Free,0,Everyone,Action,9-Apr-18,1.0.6,4.1 and up
Geometry Dash Lite,GAME,4.5,6181640,58,"100,000,000",Free,0,Everyone,Arcade,22-Dec-17,2.2,4.0 and up
Car Driving Simulator Drift,GAME,4.4,19816,57,"1,000,000",Free,0,Everyone,Racing,3-Nov-17,1.8.1,4.4 and up
The World Ends With You,GAME,4.6,4108,13,"10,000",Paid,$17.99 ,Everyone 10+,Arcade,14-Dec-15,1.0.4,4.0 and up
RC City Police Heavy Traffic Racer,GAME,4.4,3250,27,"1,000,000",Free,0,Everyone,Racing,19-Jul-18,1.2,4.0 and up
D+H Reaction Wall,GAME,NaN,0,,1,Paid,$0.99 ,Everyone,Arcade,24-Jul-16,Varies with device,Varies with device
Motorbike Driving Simulator 3D,GAME,3.9,178723,65,"10,000,000",Free,0,Everyone,Racing,25-Dec-16,4.1,2.3.3 and up
Helix,GAME,3.9,2454,37,"500,000",Free,0,Everyone,Arcade,10-Sep-17,1.2,4.0 and up
slither.io,GAME,4.4,5231553,,"100,000,000",Free,0,Everyone,Action,14-Nov-17,Varies with device,2.3 and up
Solitaire!,GAME,4.7,403911,23,"10,000,000",Free,0,Everyone,Card,24-Jun-18,2.277.0,4.1 and up
iGun Pro -The Original Gun App,GAME,4.2,249308,55,"10,000,000",Free,0,Everyone,Arcade,7-Sep-17,5.26,2.3 and up
Sonic Dash,GAME,4.5,3777822,75,"100,000,000",Free,0,Everyone,Arcade,26-Jul-18,3.8.5.Go,4.1 and up
NinJump,GAME,4.3,421000,36,"10,000,000",Free,0,Everyone,Arcade,13-Jun-18,3.1.1,4.1 and up
Zombie Catchers,GAME,4.7,989158,75,"10,000,000",Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up
Fidget Spinner,GAME,4.2,307398,9.9,"10,000,000",Free,0,Everyone,Arcade,30-Nov-17,1.12.5.1,2.1 and up
Jetpack Joyride,GAME,4.4,4637439,96,"100,000,000",Free,0,Everyone 10+,Arcade,19-Jul-18,1.10.12,4.1 and up
Anger of stick 5 : zombie,GAME,4.5,547644,23,"50,000,000",Free,0,Teen,Action,3-Aug-18,1.1.5,2.3 and up
J Balvin Piano Tiles,GAME,NaN,6,30,500,Free,0,Everyone,Music,15-May-18,2,4.1 and up
Guess the song of J Balvin,GAME,NaN,28,8.9,"1,000",Free,0,Everyone,Trivia,24-Dec-17,1.1,4.1 and up
J-Stars Victory VS Guide,GAME,4.1,609,13,"10,000",Free,0,Everyone,Action,14-May-14,1.7,2.2 and up
KIM KARDASHIAN: HOLLYWOOD,GAME,4.3,1017408,34,"10,000,000",Free,0,Teen,Adventure,16-Jul-18,9.2.0,4.0 and up
Magic Tiles - TWICE Edition (K-Pop),GAME,4.4,2351,62,"100,000",Free,0,Everyone,Music,25-Jul-18,1009001,4.0 and up
Magic Tiles - Blackpink Edition (K-Pop),GAME,4.6,4304,71,"100,000",Free,0,Everyone,Music,20-Jun-18,1900001,4.0 and up
Korean Dungeon: K-Word 1000,GAME,4.7,703,40,"10,000",Free,0,Everyone 10+,Word,17-Nov-17,1.0.4,4.1 and up
Talking Tom Gold Run,GAME,4.6,2694969,78,"100,000,000",Free,0,Everyone,Action,31-Jul-18,2.8.2.59,4.1 and up
Lep's World 🍀,GAME,4.3,696019,,"50,000,000",Free,0,Everyone 10+,Arcade,26-May-18,3.0.6,4.1 and up
Last Day on Earth: Survival,GAME,4.5,2308916,87,"10,000,000",Free,0,Teen,Action,1-Aug-18,1.9.3,4.1 and up
Ant Smasher by Best Cool & Fun Games,GAME,4.2,1185148,29,"100,000,000",Free,0,Everyone,Arcade,1-Aug-18,9.55,4.0.3 and up
Cheating Tom 3 - Genius School,GAME,4.3,90415,84,"10,000,000",Free,0,Everyone,Arcade,24-Jul-18,1.0.20,4.1 and up
M3-X5-X6-M-İ3-İ8 RACİNG 2018,GAME,4.4,596,44,"100,000",Free,0,Everyone,Arcade,12-Feb-17,"1,01",4.0 and up
M-acceleration 3D Car Racing,GAME,3.9,1202,34,"100,000",Free,0,Everyone,Racing,28-Jun-18,1.6,4.1 and up
Super Hero M Craft Run,GAME,3.7,303,38,"100,000",Free,0,Everyone,Arcade,12-Jul-17,1.6,4.0.3 and up
Don't Hug Me I'm So Scared,GAME,3.5,901,63,"50,000",Free,0,Everyone,Adventure,8-Jun-18,1.8.5,2.3 and up
Rope'n'Fly 4,GAME,4.1,234606,59,"10,000,000",Free,0,Everyone,Action,29-Jan-18,3.1,2.3 and up
Cops N Robbers - FPS Mini Game,GAME,4.2,156862,64,"5,000,000",Free,0,Everyone 10+,Action,31-Jul-18,7.0.4,4.1 and up
Cops N Robbers 2,GAME,4.1,63680,46,"1,000,000",Free,0,Everyone 10+,Adventure,2-Jun-18,2.2.2,4.1 and up
Hide N Seek : Mini Game,GAME,3.8,4719,54,"500,000",Free,0,Everyone,Action,8-Jul-18,5.1.3,4.1 and up
Rope'n'Fly 3 - Dusk Till Dawn,GAME,4,166033,23,"10,000,000",Free,0,Everyone 10+,Arcade,31-Jan-18,3.6,2.3 and up
Drag'n'Boom,GAME,4.8,133180,54,"1,000,000",Free,0,Everyone 10+,Arcade,12-Jan-18,1.1.1,4.4 and up
Traps n' Gemstones,GAME,4.5,413,9.1,"1,000",Paid,$4.99 ,Everyone,Adventure,17-May-17,1.04,4.0.3 and up
Cops N Robbers,GAME,4,37789,58,"1,000,000",Free,0,Teen,Adventure,6-Jun-18,1.5.2,4.1 and up
Ghosts'n Goblins MOBILE,GAME,3.8,466,28,"10,000",Paid,$0.99 ,Everyone,Arcade,28-Mar-17,1.00.02,4.1 and up
Mopar Drag N Brag,GAME,4.2,30630,17,"1,000,000",Free,0,Everyone,Racing,25-May-15,1.2.5,4.1 and up
Draw N Guess Multiplayer,GAME,3.9,29505,69,"1,000,000",Free,0,Everyone,Word,4-Apr-18,3.0.11,4.0.3 and up
Lock 'n' Roll Pro - Ad Free,GAME,4.6,169,13,"1,000",Paid,$0.99 ,Everyone,Card,1-Jul-15,4.0.5,2.3.3 and up
Rock N' Cash Casino Slots -Free Vegas Slot Games,GAME,4.7,6187,33,"100,000",Free,0,Teen,Casino,27-Jul-18,1.15.0,4.0.3 and up
Rock n Roll Music Quiz Game,GAME,3.7,80,7.6,"10,000",Free,0,Everyone,Trivia,6-Jun-18,5,4.1 and up
Jump'N'Shoot Attack,GAME,4.1,155,32,"1,000",Paid,$2.49 ,Everyone,Arcade,26-May-18,1.2,4.1 and up
Ghouls'n Ghosts MOBILE,GAME,3.9,168,49,"5,000",Paid,$1.99 ,Everyone 10+,Arcade,18-May-17,1.00.00,4.1 and up
Oddworld: New 'n' Tasty,GAME,4.6,1475,34,"10,000",Paid,$4.99 ,Teen,Action,2-Jan-18,1.0.4,5.0 and up
Obbligo o Verità? PRO,GAME,NaN,4,2.9,100,Paid,$0.99 ,Teen,Board,26-Apr-18,"1,01",3.0 and up
Drink-O-Tron The Drinking Game,GAME,4.1,140,45,"50,000",Free,0,Mature 17+,Card,31-May-17,1.64,4.0.3 and up
The Maze Runner,GAME,4,428268,22,"10,000,000",Free,0,Everyone,Action,14-Sep-15,1.8.1,2.3 and up
The Q - Live Trivia Game Network,GAME,2.7,1486,14,"100,000",Free,0,Everyone,Trivia,3-Aug-18,2.4.8,5.0 and up
Q*bert: Rebooted,GAME,4.3,13788,55,"1,000,000",Free,0,Everyone,Arcade,1-Apr-17,1.1,4.4 and up
Gun Shoot War Q,GAME,4.2,26893,20,"1,000,000",Free,0,Teen,Arcade,1-Mar-17,1.0.5,2.3 and up
DJMAX TECHNIKA Q - Music Game,GAME,4.3,21107,95,"100,000",Free,0,Everyone,Music,30-Jul-18,1.2.1,4.0.3 and up
R-TYPE II,GAME,4.3,5682,37,"50,000",Paid,$1.99 ,Everyone,Arcade,2-Mar-17,1.1.5,2.3.3 and up
R-TYPE,GAME,4.5,7687,23,"100,000",Paid,$1.99 ,Everyone,Arcade,27-Feb-17,2.3.1,2.3.3 and up
Stupid Zombies,GAME,4.5,464900,33,"10,000,000",Free,0,Teen,Arcade,27-Jun-18,2.0.5,4.2 and up
Crime Wars S. Andreas,GAME,4.3,5785,93,"500,000",Free,0,Teen,Racing,12-Apr-17,1.2,2.3 and up
Dino T-Rex,GAME,4,69115,2.4,"10,000,000",Free,0,Everyone,Arcade,13-Jun-18,1.36,4.1 and up
Don't Starve: Pocket Edition,GAME,4.4,17988,7.9,"100,000",Paid,$4.99 ,Teen,Adventure,25-Jul-18,1.06,5.0 and up
Don't Starve: Shipwrecked,GAME,4.1,1468,4.9,"10,000",Paid,$4.99 ,Teen,Adventure,10-Jul-18,0.16,5.0 and up
Ludo - Don't get angry,GAME,4.2,131,23,"1,000",Paid,$1.61 ,Everyone,Board,24-Feb-16,1.6.3,2.3.3 and up
U-48 Submarine Commander Free,GAME,3.5,4575,3.8,"500,000",Free,0,Everyone,Arcade,7-Oct-17,1.24,4.0.3 and up
Identity V,GAME,4.2,109263,38,"1,000,000",Free,0,Teen,Action,10-Jul-18,1.0.144431,4.1 and up
V for Voodoo,GAME,4.2,16876,59,"1,000,000",Free,0,Teen,Trivia,28-Jun-18,3.0.1,6.0 and up
Sin City Crime Simulator V - Gangster,GAME,4.2,2113,67,"100,000",Free,0,Everyone 10+,Action,23-Apr-18,Varies with device,4.0.3 and up
The Gang Sniper V. Pocket Edition.,GAME,3.9,6121,61,"500,000",Free,0,Mature 17+,Action,20-Jun-18,2.1,4.1 and up
San Andreas: Gang Crime V,GAME,4.1,2399,42,"100,000",Free,0,Mature 17+,Action,28-Jan-18,1.0.1,2.3 and up
Mental Hospital V,GAME,4.2,2460,25,"50,000",Paid,$0.99 ,Mature 17+,Action,19-Nov-16,1.04,4.2 and up
Grand Stickman Cover V,GAME,4,1744,37,"100,000",Free,0,Mature 17+,Action,19-May-18,1.0.1,4.1 and up
Words With Friends Classic,GAME,4.3,1704112,,"50,000,000",Free,0,Everyone,Word,11-Jul-18,Varies with device,Varies with device
Draw Something Classic,GAME,4.2,1092106,43,"50,000,000",Free,0,Everyone,Word,28-Jul-18,2.400.022,4.4 and up
Extreme X Ray Robot Stunts,GAME,4.3,10806,49,"5,000,000",Free,0,Everyone,Racing,9-May-17,1.5.1,4.0 and up
Casino X - Free Online Slots,GAME,4.5,30515,,"1,000,000",Free,0,Teen,Casino,22-May-18,2.92,4.0 and up
X-WOLF,GAME,4.2,4878,27,"100,000",Free,0,Everyone 10+,Adventure,2-Feb-18,1.2.0,4.1 and up
Hero Fighter X,GAME,4.5,24210,45,"500,000",Free,0,Teen,Action,13-Nov-15,1.091,2.2 and up
Slendrina X,GAME,4.4,12736,56,"1,000,000",Free,0,Teen,Arcade,18-Dec-17,1.02,4.0 and up
Robocar X Ray,GAME,4.5,3432,99,"1,000,000",Free,0,Mature 17+,Action,23-Jan-17,1,2.3 and up
Space X: Sky Wars of Air Force,GAME,4.5,10748,47,"1,000,000",Free,0,Everyone,Arcade,4-Aug-18,4,4.1 and up
Real Gangster Crime,GAME,4.3,285814,84,"10,000,000",Free,0,Teen,Action,26-Jun-18,3.5,4.0 and up
Gangster Town,GAME,4.1,74842,99,"5,000,000",Free,0,Teen,Action,22-Dec-16,1.7,2.3 and up
Rope Hero 3,GAME,4.4,45871,99,"5,000,000",Free,0,Teen,Action,8-May-17,1.6,2.3 and up
Experiment Z - Zombie,GAME,4,229329,88,"10,000,000",Free,0,Mature 17+,Action,4-Dec-17,2.14,4.1 and up
Z Champions,GAME,4.7,96028,59,"1,000,000",Free,0,Teen,Arcade,28-May-18,Varies with device,4.0 and up
WithstandZ - Zombie Survival!,GAME,4.3,121612,59,"1,000,000",Free,0,Teen,Action,28-Dec-17,1.0.6.4,4.0 and up
Zombie War Z : Hero Survival Rules,GAME,3.9,1987,62,"100,000",Free,0,Mature 17+,Action,13-Dec-17,1.8,4.0.3 and up
DRAGON BALL Z DOKKAN BATTLE,GAME,4.1,650114,80,"10,000,000",Free,0,Teen,Action,3-Jul-18,3.11.0,4.0.3 and up
Cube Z (Pixel Zombies),GAME,4.2,41444,56,"1,000,000",Free,0,Teen,Action,31-Jul-16,1.0.11,4.0.3 and up
GALAK-Z: Variant Mobile,GAME,3.9,145,79,"10,000",Free,0,Everyone,Action,30-Jul-18,1.7.6,4.4 and up
Reload: The Z-Team,GAME,4.3,1655,91,"100,000",Free,0,Everyone 10+,Action,28-Feb-18,1.6.2,4.4 and up
Rage Z: Multiplayer Zombie FPS Online Shooter,GAME,4.1,11258,44,"500,000",Free,0,Mature 17+,Action,8-Dec-16,1.25,4.2 and up
Pixel Z Gunner 3D - Battle Survival Fps,GAME,4.2,11408,96,"1,000,000",Free,0,Teen,Action,6-Jul-18,4.1,4.0 and up
Saiyan Z: Super SSJ Ultimate Combat,GAME,4.4,306,61,"10,000",Free,0,Everyone,Adventure,18-Apr-18,2.0.2,4.0 and up
Mini DAYZ: Zombie Survival,GAME,4.1,94661,,"1,000,000",Free,0,Teen,Action,8-Jun-18,1.4.0,4.4 and up
Zombie Avengers:(Dreamsky)Stickman War Z,GAME,4.3,13604,96,"1,000,000",Paid,$0.99 ,Teen,Action,26-Jun-18,2.4.4,2.3 and up
Route Z,GAME,3.9,24697,16,"500,000",Free,0,Teen,Action,10-Jul-15,1.5,4.0 and up
Dragon X Adventure: Warrior Z,GAME,4.3,8537,29,"100,000",Free,0,Everyone 10+,Action,3-Nov-15,1.1.4,2.3 and up
Ultimate Fighter Z,GAME,4.3,180,24,"5,000",Free,0,Everyone,Action,16-Jul-18,2,4.4 and up
Angry Birds Rio,GAME,4.4,2610328,46,"100,000,000",Free,0,Everyone,Arcade,3-Jul-18,2.6.9,4.1 and up
Angry Birds Friends,GAME,4.2,829753,48,"50,000,000",Free,0,Everyone,Arcade,19-Jun-18,4.9.0,4.1 and up
Angry Birds Go!,GAME,4.2,3846378,82,"50,000,000",Free,0,Everyone,Racing,30-May-18,2.8.2,4.1 and up
Angry Birds Star Wars,GAME,4.3,1218055,45,"100,000,000",Free,0,Everyone,Arcade,25-May-18,1.5.12,4.1 and up
Assassin's Creed Identity,GAME,3.7,42529,92,"500,000",Paid,$1.99 ,Teen,Action,23-Nov-16,2.8.2,4.1 and up
ONScripter Plus (Ad Free),GAME,4.5,100,17,"1,000",Paid,$3.99 ,Everyone,Adventure,7-Apr-16,1.2.4,4.1 and up
Solitaire: Decked Out Ad Free,GAME,4.9,37302,35,"500,000",Free,0,Everyone,Card,8-May-17,1.3.3,4.1 and up
AE Jewels 2: Island Adventures,GAME,4.2,652,30,"10,000",Free,0,Everyone,Action,24-Feb-16,1,2.3 and up
AE Bingo: Offline Bingo Games,GAME,4.4,61746,,"500,000",Free,0,Teen,Casino,30-Sep-16,Varies with device,2.3.3 and up
AE Jewels,GAME,4.2,960,18,"50,000",Free,0,Everyone,Action,20-Aug-15,1.0.5,3.0 and up
AE Spider Solitaire,GAME,4.5,17263,,"500,000",Free,0,Everyone,Card,7-Jun-17,Varies with device,Varies with device
AE Coin Mania : Arcade Fun,GAME,4.3,30002,29,"1,000,000",Free,0,Teen,Casino,8-Feb-18,2.3.5,4.0.3 and up
Mupen64+AE FREE (N64 Emulator),GAME,4,41759,12,"1,000,000",Free,0,Everyone,Arcade,19-Jan-14,2.4.4,2.0 and up
Mupen64Plus AE (N64 Emulator),GAME,4.2,4569,12,"100,000",Paid,$0.99 ,Everyone,Arcade,19-Jan-14,2.4.4,2.0 and up
AE Lucky Fishing,GAME,4.3,18277,17,"1,000,000",Free,0,Teen,Arcade,14-Mar-16,2.0.2,2.3 and up
AE Video Poker,GAME,4,721,18,"50,000",Free,0,Teen,Casino,31-Dec-15,1.3.2,2.3 and up
AE Solitaire,GAME,4.3,1776,26,"50,000",Free,0,Everyone,Card,4-Jan-18,2.3.4,4.0.3 and up
AE Blackjack,GAME,4,1417,17,"100,000",Free,0,Teen,Card,27-Nov-15,1.3.1,2.3 and up
AE Gun Ball: arcade ball games,GAME,3.7,8581,12,"1,000,000",Free,0,Everyone,Arcade,13-Dec-13,1.0.2,2.2 and up
AE 3D MOTOR :Racing Games Free,GAME,4.2,74902,,"5,000,000",Free,0,Everyone,Racing,26-Aug-16,Varies with device,Varies with device
AE GTO Racing,GAME,3.9,6988,35,"100,000",Free,0,Everyone 10+,Racing,24-Sep-15,Varies with device,Varies with device
AE 3D Moto 3,GAME,3.9,2588,26,"100,000",Free,0,Everyone 10+,Racing,31-Dec-14,1.7.1,2.3 and up
AE FreeCell,GAME,4.2,358,15,"10,000",Free,0,Everyone,Card,6-Nov-14,1.1.5,2.3 and up
AE City Jump,GAME,4.5,804,27,"10,000",Free,0,Everyone,Action,18-Jul-18,1.0.4,4.0 and up
AE Angry Chef,GAME,4.1,533,39,"10,000",Free,0,Everyone 10+,Action,24-Jan-14,1,2.1 and up
AE Master Moto,GAME,4,17876,37,"1,000,000",Free,0,Everyone,Racing,10-Dec-15,1.8.6,2.3 and up
AE Fishing Hunter,GAME,4.4,14,6.6,"1,000",Free,0,Everyone,Adventure,15-Mar-16,0.0.3,3.0 and up
Gun Strike Shoot,GAME,4.1,94761,17,"10,000,000",Free,0,Teen,Action,21-Feb-17,1.1.4,2.3 and up
AG Drive 3D,GAME,3.8,164,22,"10,000",Free,0,Everyone,Adventure,20-Mar-15,1.0.1,2.3.3 and up
VR AG Racing for Cardboard,GAME,3.4,13,27,"1,000",Free,0,Everyone,Racing,29-Sep-16,1.1,4.1 and up
AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,3.8,1088,86,"100,000",Free,0,Teen,Action,16-Feb-18,1.0.1,4.3 and up
Ah! Coins,GAME,3.4,256,9.1,"50,000",Free,0,Everyone,Action,8-Dec-16,1.0.0,2.3 and up
AJ Jump: Animal Jam Kangaroos!,GAME,4.4,2975,42,"50,000",Paid,$1.99 ,Everyone,Arcade,7-Mar-16,1.6,4.0 and up
Baby Game Animal Jam Free,GAME,2.8,9,26,500,Free,0,Everyone,Board,24-Mar-17,1,2.3 and up
Blackjack aj Poker,GAME,3.8,8,4.2,"1,000",Free,0,Teen,Card,19-Oct-16,1.1,2.3.3 and up
Puppy Shooting an AK-47: Platformer Zombie Game,GAME,4.8,21,89,"1,000",Free,0,Everyone,Arcade,30-Mar-18,0.46.91,4.4 and up
Crisis Action: 2018 NO.1 FPS,GAME,4.3,807226,34,"10,000,000",Free,0,Teen,Action,11-Jul-18,3.0.2,4.0.3 and up
AK-47 3D,GAME,3.7,91,24,"10,000",Free,0,Everyone,Action,25-Dec-16,3.2,2.3 and up
AK-47 Assult Rifle: Gun Shooting Simulator Game,GAME,NaN,1,5.8,500,Free,0,Everyone,Action,17-May-18,2,4.0.3 and up
Counter Terrorist Attack,GAME,3.9,145931,43,"10,000,000",Free,0,Teen,Action,31-May-18,5.3.2,2.3 and up
RULES OF SURVIVAL,GAME,4.2,1343106,56,"10,000,000",Free,0,Teen,Action,1-Aug-18,1.180271.184729,4.0 and up
AK Blackjack,GAME,NaN,4,7.6,"1,000",Free,0,Teen,Card,30-Jul-18,1.3,4.1 and up
GUN ZOMBIE,GAME,4.4,243121,38,"5,000,000",Free,0,Teen,Arcade,17-Oct-14,5.3,2.3 and up
Shoot Strike War Fire,GAME,4.1,82827,20,"10,000,000",Free,0,Teen,Arcade,13-Jul-18,1.1.5,4.0 and up
I Am Innocent,GAME,4.4,208501,56,"1,000,000",Free,0,Teen,Adventure,23-Jul-18,2.8.307,4.0.3 and up
I am Bread,GAME,4,630,20,"10,000",Paid,$4.99 ,Everyone,Adventure,26-Oct-16,1.6.1,4.4 and up
What Am I? - Brain Teasers,GAME,4.2,4537,15,"100,000",Free,0,Everyone,Trivia,5-Apr-17,2.2,4.0.3 and up
Who am I? (Biblical),GAME,4.5,5849,5.1,"500,000",Free,0,Everyone,Trivia,13-Sep-17,1.2.2_comAds,4.0.3 and up
Vikings: an Archer's Journey,GAME,4.5,10256,39,"1,000,000",Free,0,Everyone,Action,11-Dec-17,2.1.0,4.3 and up
Draw a Stickman: EPIC Free,GAME,4.2,210317,46,"10,000,000",Free,0,Everyone 10+,Adventure,10-Apr-15,1.4.3.104,2.3.3 and up
THE KING OF FIGHTERS-A 2012(F),GAME,4.4,406511,21,"5,000,000",Free,0,Teen,Action,21-Oct-16,1.0.5,4.0.3 and up
Fast like a Fox,GAME,4.3,104389,12,"5,000,000",Free,0,Everyone,Adventure,17-Apr-18,1.4.0,4.2 and up
Ao Oni2,GAME,4.1,21223,48,"1,000,000",Free,0,Teen,Adventure,20-Apr-18,1.6.6,4.1 and up
Arena of Valor: 5v5 Arena Game,GAME,4.4,438911,99,"10,000,000",Free,0,Teen,Action,28-Jun-18,1.23.1.2,4.0.3 and up
Mobile Legends: Bang Bang,GAME,4.4,8219586,99,"100,000,000",Free,0,Teen,Action,24-Jul-18,1.2.97.3042,4.0.3 and up
Kill Shot Bravo: Sniper FPS,GAME,4.4,579519,99,"10,000,000",Free,0,Mature 17+,Action,18-Jul-18,5.1,4.1 and up
Carnivores: Dinosaur Hunter,GAME,4.2,62636,17,"1,000,000",Free,0,Teen,Action,2-Jul-18,1.8.0,4.0.3 and up
Hopeless Land: Fight for Survival,GAME,4.2,250197,44,"5,000,000",Free,0,Teen,Action,12-Jul-18,1,4.1 and up
Heroes Arena,GAME,4.2,336386,88,"10,000,000",Free,0,Everyone 10+,Action,24-Jul-18,2.0.1,4.0.3 and up
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624,54,"10,000,000",Free,0,Teen,Action,14-Mar-17,3.1.1,3.0 and up
Undead Assault,GAME,4.3,4704,37,"100,000",Free,0,Everyone 10+,Arcade,4-Nov-15,1.4.6,2.3 and up
Guess the Class 🔥 AQW,GAME,4.7,57,12,"1,000",Free,0,Everyone,Word,1-Nov-17,1.0.0,4.1 and up
Iron Blade,GAME,4.4,161637,82,"10,000,000",Free,0,Mature 17+,Action,18-Jul-18,1.7.0m,4.0.3 and up
Evil Apples: A Dirty Card Game,GAME,4.3,137696,55,"5,000,000",Free,0,Mature 17+,Word,19-Jul-18,2.3.3,4.2 and up
Ghost Snap AR Horror Survival,GAME,3.8,898,33,"100,000",Free,0,Teen,Adventure,21-Dec-16,1.2.3.1,2.3 and up
The Walking Dead: Our World,GAME,4,22435,100,"1,000,000",Free,0,Teen,Action,1-Aug-18,1.1.0.3,5.0 and up
Ingress,GAME,4.3,391325,43,"10,000,000",Free,0,Everyone,Adventure,20-Jun-18,1.131.2,4.0 and up
Flat Pack,GAME,4.4,862,44,"100,000",Free,0,Everyone 10+,Action,16-Mar-18,1.0.4,7.0 and up
Crayola Color Blaster,GAME,3.8,17,30,"1,000",Free,0,Everyone,Arcade,13-Mar-18,1.5,7.0 and up
Guns of Boom - Online Shooter,GAME,4.6,1226514,99,"10,000,000",Free,0,Teen,Action,20-Jul-18,4.4.4,4.1 and up
Guns Royale - Multiplayer Blocky Battle Royale,GAME,4.6,19070,90,"100,000",Free,0,Everyone 10+,Action,4-Aug-18,1,Varies with device
Stack It AR,GAME,3.8,1363,26,"100,000",Free,0,Everyone,Arcade,29-Jun-18,1.1.4,4.0 and up
Nightenfell: Shared AR,GAME,4.5,20,65,"1,000",Paid,$0.99 ,Everyone 10+,Action,27-Mar-18,1.0.0,7.0 and up
Arcraft - AR Sandbox,GAME,3.8,469,80,"10,000",Free,0,Everyone,Adventure,19-May-17,1.4,4.0 and up
AR Tank Battle,GAME,3.6,153,67,"10,000",Free,0,Everyone,Action,31-Dec-16,1.3,4.0 and up
Sonic the Hedgehog™ Classic,GAME,4.4,125652,56,"10,000,000",Free,0,Everyone,Action,18-Jun-18,3.3.0,4.2 and up
Pacific Navy Fighter C.E. (AS),GAME,4.3,11379,20,"500,000",Free,0,Everyone 10+,Arcade,29-Jul-18,1.4,4.0.3 and up
My OldBoy! Free - GBC Emulator,GAME,4.2,51787,,"5,000,000",Free,0,Everyone,Arcade,12-Jan-18,Varies with device,Varies with device
My Boy! Free - GBA Emulator,GAME,4.3,531074,2.5,"10,000,000",Free,0,Everyone,Arcade,9-Jan-18,Varies with device,Varies with device
SAMURAI vs ZOMBIES DEFENSE,GAME,4.5,407788,19,"5,000,000",Free,0,Everyone,Action,18-Jul-13,3.4.0,2.1 and up
Five Nights at Freddy's 4 Demo,GAME,4.4,889425,45,"10,000,000",Free,0,Teen,Action,26-Jul-15,1.1,2.3 and up
Five Nights at Freddy's 3 Demo,GAME,4.5,1041836,50,"10,000,000",Free,0,Teen,Action,2-Apr-15,1.07,2.3 and up
Nights at Cube Pizzeria 3D – 2,GAME,4,47151,36,"5,000,000",Free,0,Everyone 10+,Action,26-Dec-17,2.4.0,4.3 and up
Rivals at War: Firefight,GAME,4.4,344819,51,"5,000,000",Free,0,Teen,Action,18-Oct-16,1.4,3.0 and up
Five Nights at Freddy's,GAME,4.6,100805,50,"1,000,000",Paid,$2.99 ,Teen,Action,2-Dec-14,1.85,2.3 and up
7 Nights at Pixel Pizzeria - 2,GAME,4,23168,54,"1,000,000",Free,0,Teen,Adventure,9-Jul-18,1.3.0,4.4 and up
Nights at Slender Pizzeria 3D,GAME,4.1,2628,45,"100,000",Free,0,Teen,Adventure,22-May-17,1.1,4.2 and up
One Night at Golden Freddy's,GAME,3.3,2717,4,"100,000",Free,0,Teen,Action,7-Dec-17,0.1,2.3 and up
Nights at Cube Pizzeria 3D – 4,GAME,4.1,7728,39,"500,000",Free,0,Teen,Adventure,17-Jul-18,1.5.0,4.4 and up
Five Nights at Neighbor House,GAME,4.2,2180,55,"100,000",Free,0,Everyone 10+,Action,26-Jan-18,1.1.0,4.2 and up
Asylum Night Shift - Five Nights Survival,GAME,4,59223,46,"5,000,000",Free,0,Teen,Action,26-Jun-18,1.6.5,4.1 and up
Five Nights at Freddy's: SL,GAME,4.5,16162,99,"100,000",Paid,$2.99 ,Teen,Action,6-Apr-17,1.2,2.3 and up
Two Nights at jumpscare,GAME,3.8,596,91,"100,000",Free,0,Teen,Adventure,17-Aug-17,1,4.1 and up
Five Nights at Pizzeria,GAME,3.5,1976,21,"100,000",Free,0,Teen,Action,3-Mar-18,1.6,4.1 and up
Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6698,46,"500,000",Free,0,Everyone 10+,Action,14-May-16,1.0.1,2.3 and up
Five Nights at Freddy's 4,GAME,4.6,21266,45,"100,000",Paid,$2.99 ,Teen,Action,26-Jul-15,1.1,2.3 and up
Five Nights at Flappy's,GAME,4.7,4041,24,"10,000",Free,0,Everyone,Arcade,27-Jun-17,1.5.14,2.3.3 and up
5 Nights at Cube Pizzeria City,GAME,3.8,2691,52,"100,000",Free,0,Teen,Adventure,22-Feb-17,1.2,4.2 and up
